modelo,run_id,csv_dataset,modo,imagens,runners,nucleos_cpu,workers_pre,workers_pos,slots_por_runner,fixar_afinidade,warmup,inferencias_configuradas,tp,fp,fn,tn,precision,recall,f1_global,iou,fpr,acuracia,f1_strong_plume,f1_weak_plume,auprc,fpr_sem_pluma,fpr_tile,fpr_tile_tabela,fp_tiles,tn_tiles,linux_distribuicao,linux_kernel,arquitetura,vitis_ai_library_versao,vart_versao,xir_versao,opencv_versao
"methane_mobilenet_v3.xmodel","manual_1637344528835","/home/root/thiago/STARCOP_test/test.csv","all",342,2,4,2,1,2,0,10,0,59230,14044,131422,89448552,0.808335835358,0.310670750897,0.448837931845,0.28935592293,0.000156981807235,0.998377459788,0.44920304151,0.4561827707,nan,1.95938052451e-05,0.0113636363636,0.00584795321637,2,174,"PetaLinux 2022.2_release_S10071807 (honister)","5.15.36-xilinx-v2022.2","aarch64","3.0.0","3.0.0","3.0.0","4.5.2"
