model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_baseline.xmodel,"/home/root/STARCOP_test",5,0,1,1,1,1,false,0,0,0,1310720,0,0,0,0,0,0,0,0,1
