modelo,imagens,tp,fp,fn,tn,precision,recall,f1,iou,fpr,acuracia,f1_forte,f1_fraca,auprc,fpr_sem_pluma
"methane_mobilenet_v3.xmodel",3425,974860,245472,1334128,895288740,0.798848182298,0.422202280826,0.552435029977,0.381630559883,0.000274106780859,0.998240672759,0.525438410445,0.685364915411,0.521139079942,1.0190975922e-05
