model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_skip_connections.xmodel,"/home/root/STARCOP_test",342,1,2,2,1,1,false,6406,5339,184246,89457257,0.545423584504,0.0336004867507,0.0633013335178,0.0715485582548,0.0188054454029,0.0326851743192,0.239192193302,0.000115487234933,0.997885352687
