model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_mobilenet_v3.xmodel,"/home/root/STARCOP_test",342,1,2,1,1,1,false,60171,14422,130481,89448174,0.806657461156,0.315606445251,0.453701295029,0.430560635119,0.592557560672,0.293411158899,0.419169102143,1.87465122768e-05,0.998383739538
