model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_baseline.xmodel,"/home/root/STARCOP_test",342,1,2,1,1,1,false,29002,27990,161650,89434606,0.508878439079,0.152120093154,0.234223320573,0.266314719549,0.236461259467,0.132646060684,0.287067571058,0.000581774030413,0.997884739212
