model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_depth_reduced.xmodel,"/home/root/STARCOP_test",342,1,2,1,1,1,false,37602,19511,153050,89443085,0.658379003029,0.197228458133,0.303529554215,0.352246944933,0.135355718705,0.178918268201,0.298216857347,0.000386810302734,0.99807523984
