model,dataset,num_imagens,cpu_cores,runners,pre_workers,post_workers,slots_per_runner,pin,TP,FP,FN,TN,precision_global,recall_global,f1_global,f1_strong,f1_weak,iou_global,auprc,fpr_no_plume,accuracy_global
methane_mobilenet_v2.xmodel,"/home/root/STARCOP_test",342,1,2,1,1,1,false,133907,88474,56745,89374122,0.602151262923,0.702363468519,0.648408238567,0.802535298027,0.498059444854,0.479736749712,0.601695505327,0.00139242989676,0.998380214847
