modelo,imagens,tp,fp,fn,tn,precision,recall,f1_global,iou,fpr,acuracia,f1_strong_plume,f1_weak_plume,auprc,fpr_sem_pluma
"methane_baseline.xmodel",3425,486945,120205,1822043,895414007,0.802017623322,0.210891091682,0.333965676521,0.2004554599,0.000134227144412,0.997836762588,0.383286986332,0.311308389346,0.383668064268,3.3214366443e-05
