modelo,id,dificuldade,tp,fp,fn,tn,precision,recall,f1,iou,fpr,acuracia
"methane_baseline.xmodel","ang20190923t163307_r7936_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t163307_r7168_c256_w512_h512",sem_pluma,0,26,0,262118,0,0,0,0,9.91821289062e-05,0.999900817871
"methane_baseline.xmodel","ang20190923t163307_r1536_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r15616_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r12288_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r5120_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r10752_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t170747_r10240_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r13824_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r4608_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r13312_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r9472_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r2048_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t172416_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r4096_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r7936_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r11776_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r11264_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t174142_r12544_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r0_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r512_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r11776_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r10752_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r8192_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r8704_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t181729_r4864_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r1792_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r10240_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r3840_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r10752_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t183439_r11264_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r12032_c0_w512_h512",sem_pluma,0,564,0,261580,0,0,0,0,0.00215148925781,0.997848510742
"methane_baseline.xmodel","ang20190923t185208_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r768_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r5632_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r7936_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r1536_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t185208_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t190921_r12288_c256_w512_h512",sem_pluma,0,203,0,261941,0,0,0,0,0.000774383544922,0.999225616455
"methane_baseline.xmodel","ang20190923t190921_r11776_c256_w512_h512",sem_pluma,0,365,0,261779,0,0,0,0,0.00139236450195,0.998607635498
"methane_baseline.xmodel","ang20190923t190921_r1024_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t190921_r9984_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t190921_r5376_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t190921_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t190921_r5888_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r11008_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r11520_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r12032_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r9216_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r5376_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r13056_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t192543_r768_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r3072_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r2560_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r256_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r1280_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t194235_r13312_c0_w512_h512",sem_pluma,0,47,0,262097,0,0,0,0,0.000179290771484,0.999820709229
"methane_baseline.xmodel","ang20190923t194235_r11520_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t195907_r8704_c0_w512_h512",sem_pluma,0,160,0,261984,0,0,0,0,0.0006103515625,0.999389648438
"methane_baseline.xmodel","ang20190923t195907_r3840_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t195907_r5376_c256_w512_h512",sem_pluma,0,34,0,262110,0,0,0,0,0.000129699707031,0.999870300293
"methane_baseline.xmodel","ang20190923t195907_r4864_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t195907_r6144_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190923t195907_r10752_c256_w512_h512",sem_pluma,0,3,0,262141,0,0,0,0,1.14440917969e-05,0.999988555908
"methane_baseline.xmodel","ang20190923t195907_r9216_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165509_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165509_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165509_r2048_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r2560_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r3328_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r256_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r4608_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r15360_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r10496_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t165836_r5888_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r7424_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r1280_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r10752_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r19200_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r15360_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t172057_r16896_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r1280_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r15104_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r16384_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r22272_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t174538_r13312_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r768_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r18176_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r4864_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r20480_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r19712_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r2560_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t181121_r22784_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r13312_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r2304_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r4608_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r7168_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r10496_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r9984_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t183641_r7936_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r3072_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r1024_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r1536_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r4352_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r5120_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190924t193726_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r0_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r7680_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r512_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r13312_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r10240_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r5888_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t152524_r12800_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r13568_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r7936_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r11776_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r3840_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r11008_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r10240_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t154314_r5376_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r10240_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r7680_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r8448_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r5632_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r4096_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r4608_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t160016_r6400_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r8960_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r10752_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r5376_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r9984_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r13312_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r12544_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t161748_r7936_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r8960_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r2048_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r11520_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r12544_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r4352_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t163428_r8448_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r1024_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r4608_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r512_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r7680_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r8192_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t165202_r6144_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r5120_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r7168_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r11264_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r11776_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r9728_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t171159_r8448_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r3840_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r2560_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r1792_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r9984_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r11264_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t172904_r7168_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r8192_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r3840_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r7680_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r10496_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r6912_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t174644_r8704_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r3584_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r5632_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r0_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r4352_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r8448_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r10240_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t180335_r7680_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r4096_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r0_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r6656_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r4864_c256_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r8960_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
"methane_baseline.xmodel","ang20190926t182043_r8192_c0_w512_h512",sem_pluma,0,0,0,262144,0,0,0,0,0,1
