modelo,run_id,csv_dataset,modo,imagens,runners,nucleos_cpu,workers_pre,workers_pos,slots_por_runner,fixar_afinidade,warmup,inferencias_configuradas,tp,fp,fn,tn,precision,recall,f1_global,iou,fpr,acuracia,f1_strong_plume,f1_weak_plume,auprc,fpr_sem_pluma,fpr_tile,fpr_tile_tabela,fp_tiles,tn_tiles,linux_distribuicao,linux_kernel,arquitetura,vitis_ai_library_versao,vart_versao,xir_versao,opencv_versao
"methane_skip_connections.xmodel","manual_1637343910635","/home/root/thiago/STARCOP_test/test.csv","all",342,2,4,2,1,2,0,10,0,6531,5400,184121,89457196,0.547397535831,0.0342561315905,0.0644772759807,0.0333125905372,6.0360421466e-05,0.997886066548,0.0835943449326,0.00953562797988,nan,0.000115352026011,0.0284090909091,0.0146198830409,5,171,"PetaLinux 2022.2_release_S10071807 (honister)","5.15.36-xilinx-v2022.2","aarch64","3.0.0","3.0.0","3.0.0","4.5.2"
