============================================================
METHANE SEGMENTATION ZCU104 OPTIMIZED BENCHMARK
============================================================
Batch: 1 ALWAYS
Profile: max-e2e
Dataset images: 342
Runners: 2
Pre workers: 2
Post workers: 1
Slots/runner: 1
Pin: no
DPU subgraphs: 1 | CPU fallback subgraphs: 1
Input  : [1,512,512,4] INT8 fix=5
Output : [1,512,512,1] FLOAT32
[VAL 285/342] ang20191025t195446_r12489_c497_w151_h151 F1=0.0000 IoU=0.0000
[VAL 286/342] ang20191021t174954_r10300_c437_w151_h151 F1=0.0000 IoU=0.0000
[VAL 287/342] ang20191018t165503_r2879_c215_w151_h151 F1=0.0000 IoU=0.0000
[VAL 288/342] ang20191025t185816_r3392_c513_w151_h151 F1=0.0000 IoU=0.0000
[VAL 289/342] ang20191021t174954_r7671_c297_w151_h151 F1=0.0000 IoU=0.0000
[VAL 290/342] ang20191025t193513_r11161_c353_w151_h151 F1=0.0000 IoU=0.0000
[VAL 291/342] ang20191018t174629_r3845_c306_w151_h151 F1=0.0000 IoU=0.0000
[VAL 292/342] ang20191025t195446_r13044_c34_w151_h151 F1=0.0000 IoU=0.0000
[VAL 293/342] ang20191018t183859_r13616_c304_w151_h151 F1=0.0000 IoU=0.0000
[VAL 294/342] ang20191018t183859_r1571_c261_w151_h151 F1=0.0000 IoU=0.0000
[VAL 295/342] ang20191021t170142_r3494_c185_w151_h151 F1=0.0000 IoU=0.0000
[VAL 296/342] ang20191018t181457_r9197_c354_w151_h151 F1=0.0000 IoU=0.0000
[VAL 297/342] ang20191018t165503_r13209_c119_w151_h151 F1=0.0000 IoU=0.0000
[VAL 298/342] ang20191021t153008_r8243_c183_w151_h151 F1=0.0000 IoU=0.0000
[VAL 299/342] ang20191021t194835_r7213_c218_w151_h151 F1=0.0000 IoU=0.0000
[VAL 300/342] ang20191025t191752_r5281_c191_w151_h151 F1=0.0000 IoU=0.0000
[VAL 301/342] ang20191021t153008_r2876_c296_w151_h151 F1=0.0000 IoU=0.0000
[VAL 302/342] ang20191021t181927_r6019_c105_w151_h151 F1=0.0000 IoU=0.0000
[VAL 303/342] ang20191025t195446_r7025_c79_w151_h151 F1=0.0000 IoU=0.0000
[VAL 304/342] ang20191018t153724_r7214_c341_w151_h151 F1=0.0000 IoU=0.0000
[VAL 305/342] ang20191021t183204_r2919_c133_w151_h151 F1=0.0000 IoU=0.0000
[VAL 306/342] ang20191018t174629_r6767_c366_w151_h151 F1=0.0000 IoU=0.0000
[VAL 307/342] ang20191021t163119_r7802_c11_w151_h151 F1=0.0000 IoU=0.0000
[VAL 308/342] ang20191021t173221_r4208_c335_w151_h151 F1=0.0000 IoU=0.0000
[VAL 309/342] ang20191018t181457_r14833_c352_w151_h151 F1=0.0000 IoU=0.0000
[VAL 310/342] ang20191021t154726_r8306_c43_w151_h151 F1=0.0000 IoU=0.0000
[VAL 311/342] ang20191021t183204_r8165_c369_w151_h151 F1=0.0000 IoU=0.0000
[VAL 312/342] ang20191025t185816_r3570_c516_w151_h151 F1=0.0000 IoU=0.0000
[VAL 313/342] ang20191018t183859_r16730_c458_w151_h151 F1=0.0000 IoU=0.0000
[VAL 314/342] ang20191021t154726_r10373_c98_w151_h151 F1=0.0000 IoU=0.0000
[VAL 315/342] ang20191021t161810_r3297_c150_w151_h151 F1=0.0000 IoU=0.0000
[VAL 316/342] ang20191021t183204_r9164_c171_w151_h151 F1=0.0000 IoU=0.0000
[VAL 317/342] ang20191021t163119_r3808_c462_w151_h151 F1=0.0000 IoU=0.0000
[VAL 318/342] ang20191021t154726_r2551_c317_w151_h151 F1=0.0000 IoU=0.0000
[VAL 319/342] ang20191021t180251_r10173_c407_w151_h151 F1=0.0000 IoU=0.0000
[VAL 320/342] ang20191021t153008_r2518_c8_w151_h151 F1=0.0000 IoU=0.0000
[VAL 321/342] ang20191025t185816_r10288_c294_w151_h151 F1=0.0000 IoU=0.0000
[VAL 322/342] ang20191021t194835_r10970_c92_w151_h151 F1=0.0000 IoU=0.0000
[VAL 323/342] ang20191021t153008_r4646_c236_w151_h151 F1=0.0000 IoU=0.0000
[VAL 324/342] ang20191021t180251_r10725_c23_w151_h151 F1=0.0000 IoU=0.0000
[VAL 325/342] ang20191018t183859_r15446_c375_w151_h151 F1=0.0000 IoU=0.0000
[VAL 326/342] ang20191021t184841_r8326_c425_w151_h151 F1=0.0000 IoU=0.0000
[VAL 327/342] ang20191021t163119_r8232_c64_w151_h151 F1=0.0000 IoU=0.0000
[VAL 328/342] ang20191021t164905_r9972_c178_w151_h151 F1=0.0000 IoU=0.0000
[VAL 329/342] ang20191018t183859_r3359_c292_w151_h151 F1=0.0000 IoU=0.0000
[VAL 330/342] ang20191021t161810_r3823_c46_w151_h151 F1=0.0000 IoU=0.0000
[VAL 331/342] ang20191021t153008_r8433_c459_w151_h151 F1=0.0000 IoU=0.0000
[VAL 332/342] ang20191021t193145_r7745_c179_w151_h151 F1=0.0000 IoU=0.0000
[VAL 333/342] ang20191021t183204_r8179_c85_w151_h151 F1=0.0000 IoU=0.0000
[VAL 334/342] ang20191021t184841_r8215_c417_w151_h151 F1=0.0000 IoU=0.0000
[VAL 335/342] ang20191021t171902_r10628_c423_w151_h151 F1=0.0000 IoU=0.0000
[VAL 336/342] ang20191018t183859_r15633_c372_w151_h151 F1=0.0000 IoU=0.0000
[VAL 337/342] ang20191021t180251_r9355_c302_w151_h151 F1=0.0000 IoU=0.0000
[VAL 338/342] ang20191021t153008_r4804_c289_w151_h151 F1=0.0000 IoU=0.0000
[VAL 339/342] ang20191018t172239_r5618_c276_w151_h151 F1=0.0000 IoU=0.0000
[VAL 340/342] ang20191021t164905_r10652_c11_w151_h151 F1=0.0000 IoU=0.0000
[VAL 341/342] ang20191021t181927_r10749_c356_w151_h151 F1=0.0000 IoU=0.0000
[VAL 342/342] ang20191021t154726_r10118_c446_w151_h151 F1=0.0000 IoU=0.0000

VALIDATION GLOBAL
Precision=0.5454 Recall=0.0336 F1=0.0633 F1-Strong=0.0715 F1-Weak=0.0188 IoU=0.0327 AUPRC=0.2392 FPR-No-Plume=0.0001 Accuracy=0.9979
Input  : [1,512,512,4] INT8 fix=5
Output : [1,512,512,1] FLOAT32

============================================================
max_end_to_end_throughput
============================================================
batch              = 1
runners            = 2
pre_workers        = 2
post_workers       = 1
slots_per_runner   = 1
completed          = 342
wall_s             = 82.681018
THROUGHPUT FPS     = 4.136379
POWER sensors/samples = 1/413.000000
POWER mean/min/max W = 18.338852/14.625000/28.162000
ENERGY estimated J   = 1516.274970

FPS EQUIVALENT FROM PER-JOB LATENCY
 average = 1.541747
 min     = 1.279015
 max     = 2.039403
 p95     = 1.336205
 p99     = 1.299474

LATENCY ms
 mean   = 648.614733
 median = 650.530505
 min    = 490.339590
 max    = 781.851470
 p90    = 686.483021
 p95    = 748.388072
 p99    = 769.542181
 stddev = 45.287473
 CV     = 0.069822
 jitter p99-p50 = 119.011676 ms

DPU STAGE ms
 mean = 162.221453
 p95  = 171.683324
 p99  = 173.472908

PREPROCESS mean = 312.434318 ms
POSTPROCESS mean = 6.540707 ms

INTER-COMPLETION ms
 mean = 240.995851
 p95  = 499.614180
 p99  = 588.549422
OUTPUT-CADENCE FPS
 average(system wall) = 4.136379
 min = 1.660761
 max = 164.976755
 p95 = 2.001544
 p99 = 1.699093

Results saved to:
/home/root/Benchmark_ZCU104/results_all_models/methane_skip_connections/runs/80_full_end_to_end__max_e2e__r2_pre2_post1_spr1_nopin__rep1__n0__samples0__cpu1
